City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
456,Catamarca,AR,-28.4696,-65.7852,71.58,36,76,1.99,broken clouds
457,Cockburn Town,TC,21.4612,-71.1419,81.5,77,7,16.96,clear sky
458,Los Llanos De Aridane,ES,28.6585,-17.9182,74.12,76,75,10.36,broken clouds
459,Kalispell,US,48.1958,-114.3129,76.5,49,0,0.0,clear sky
460,Tago,PH,9.0211,126.2317,77.61,88,50,3.31,scattered clouds
461,Muana,BR,-1.5283,-49.2167,91.76,43,48,4.29,scattered clouds
462,Hay River,CA,60.8156,-115.7999,66.13,51,77,14.5,broken clouds
463,Kem,RU,64.9555,34.5793,67.87,47,80,9.51,broken clouds
464,Oktyabrskiy,RU,54.4815,53.471,70.27,72,93,1.63,overcast clouds
465,Bandipur,NP,27.9333,84.4167,69.98,93,100,2.93,light rain
466,Nelson Bay,AU,-32.7167,152.15,52.0,100,50,1.01,scattered clouds
467,Hienghene,NC,-20.6833,164.9333,60.78,70,0,7.05,clear sky
468,Mamallapuram,IN,12.6264,80.1722,91.45,66,95,10.6,overcast clouds
469,San Policarpo,PH,12.1791,125.5072,78.33,86,51,3.62,broken clouds
470,Lompoc,US,34.6391,-120.4579,64.85,96,100,3.44,mist
471,Isla Vista,US,34.4133,-119.861,91.31,62,0,0.0,clear sky
472,Matara,LK,5.9485,80.5353,76.55,88,38,7.09,scattered clouds
473,Dareda,TZ,-4.2167,35.55,66.07,51,59,8.86,broken clouds
474,Takaungu,KE,-3.6837,39.8566,75.69,83,49,14.5,scattered clouds
475,Kijang,KR,35.2442,129.2139,82.13,86,100,9.33,overcast clouds
476,Calvia,ES,39.5657,2.5062,96.42,36,0,7.63,clear sky
477,Mweka,CD,-4.85,21.5667,93.58,16,33,2.17,scattered clouds
478,Vytegra,RU,61.0064,36.4481,66.18,56,78,4.34,broken clouds
479,Bernburg,DE,51.8,11.7333,88.47,26,12,6.46,few clouds
480,Goderich,CA,43.7501,-81.7165,67.91,62,0,8.25,clear sky
481,Marsa Matruh,EG,31.3525,27.2453,84.4,65,20,12.66,few clouds
482,Tabas,IR,33.5959,56.9244,96.89,16,0,16.04,clear sky
483,Sinnamary,GF,5.3833,-52.95,86.2,65,94,9.78,overcast clouds
484,San Patricio,US,28.017,-97.5169,89.91,49,4,2.8,clear sky
485,Balakhta,RU,55.38,91.6,59.14,79,5,3.09,clear sky
486,Cedar City,US,37.6775,-113.0619,73.4,68,0,3.51,clear sky
487,Lufilufi,WS,-13.8745,-171.5986,74.98,79,25,15.14,light rain
488,Hohhot,CN,40.8106,111.6522,70.09,83,0,4.47,clear sky
489,Tahta,EG,26.7693,31.5021,99.95,17,0,15.01,clear sky
490,Lagos,NG,6.5833,3.75,84.52,65,69,9.01,broken clouds
491,Saint-Pierre,RE,-21.3393,55.4781,69.48,66,0,33.38,clear sky
492,Port Lincoln,AU,-34.7333,135.8667,52.75,77,82,19.66,broken clouds
493,Saraza,PH,8.7356,117.78,79.83,83,100,1.48,overcast clouds
494,Khovu-Aksy,RU,51.1333,93.6,56.07,74,100,1.72,overcast clouds
495,Shwebo,MM,22.5667,95.7,82.36,71,93,7.7,overcast clouds
496,Aras,ES,42.5617,-2.356,91.81,24,0,9.22,clear sky
497,Buta,CD,2.7858,24.73,77.27,81,99,3.15,overcast clouds
498,Gweta,BW,-20.1833,25.2333,75.45,17,0,9.28,clear sky
499,Bonthe,SL,7.5264,-12.505,79.2,81,95,13.02,light rain
500,Okato,NZ,-39.2,173.8833,39.69,74,2,10.98,clear sky
501,Riviere-Au-Renard,CA,48.9957,-64.3971,65.88,73,10,11.7,clear sky
502,Agdas,AZ,40.65,47.4761,91.27,29,0,17.6,clear sky
503,Abidjan,CI,5.3094,-4.0197,80.56,78,40,13.8,scattered clouds
504,Southbridge,US,42.0751,-72.0334,78.64,81,95,1.99,overcast clouds
505,Springdale,US,36.1867,-94.1288,83.91,80,0,3.44,clear sky
506,Peterhead,GB,57.5058,-1.7981,84.45,68,34,1.34,scattered clouds
507,Doha,QA,25.2867,51.5333,106.11,55,52,5.75,broken clouds
508,Jasper,US,37.2001,-94.3502,85.68,73,75,4.61,broken clouds
509,Menongue,AO,-14.6585,17.691,83.68,9,0,7.45,clear sky
510,Guarapari,BR,-20.6667,-40.4975,80.89,39,78,12.3,broken clouds
511,Pedernales,DO,18.0384,-71.744,86.56,61,4,9.35,clear sky
512,Comodoro Rivadavia,AR,-45.8667,-67.5,55.26,38,0,20.71,clear sky
513,Gari,RU,59.4307,62.3497,65.73,79,93,2.57,light rain
514,Mount Gambier,AU,-37.8333,140.7667,46.83,96,100,11.45,light rain
515,Bridlington,GB,54.0831,-0.1919,80.53,67,23,14.41,few clouds
516,Novosokolniki,RU,56.3463,30.1578,64.74,66,86,4.05,overcast clouds
517,Batticaloa,LK,7.7102,81.6924,81.43,74,54,3.18,broken clouds
518,Hjelset,NO,62.7833,7.4833,73.18,56,75,16.11,broken clouds
519,Vila Do Maio,CV,15.1333,-23.2167,86.79,82,41,10.47,scattered clouds
520,Nyimba,ZM,-14.5566,30.8149,77.83,21,0,1.9,clear sky
521,Polunochnoye,RU,60.8697,60.4153,63.14,78,78,1.63,light rain
522,Laguna,US,38.421,-121.4238,69.3,79,0,5.75,clear sky
523,Gilgit,PK,35.9221,74.3087,91.26,31,10,4.61,clear sky
524,Murgab,TM,37.4966,61.9714,89.47,20,0,9.22,clear sky
525,Nouadhibou,MR,20.931,-17.0347,82.38,61,1,19.57,sand
526,Khani,GE,41.9563,42.9566,81.97,74,42,2.89,scattered clouds
527,Urazovo,RU,50.0836,38.0395,85.41,28,100,10.07,overcast clouds
528,Ajaccio,FR,42.0,8.9167,82.38,58,93,10.36,overcast clouds
529,Miramar,US,25.9873,-80.2323,92.01,65,20,16.11,few clouds
530,Yerofey Pavlovich,RU,53.9667,121.9667,50.4,94,60,4.09,broken clouds
531,Ingham,US,42.6,-84.3833,77.16,69,40,4.61,scattered clouds
532,Shibetsu,JP,43.659,145.132,66.97,99,69,6.51,broken clouds
533,Teya,RU,60.3778,92.6267,59.54,96,88,2.53,moderate rain
534,Petrovsk-Zabaykalskiy,RU,51.273,108.843,55.76,62,100,2.82,overcast clouds
535,Natal,BR,-5.795,-35.2094,88.02,42,0,14.97,clear sky
536,Ambilobe,MG,-13.2,49.05,71.44,76,17,4.76,few clouds
537,Trinidad,BO,-14.8333,-64.9,69.78,40,6,20.71,clear sky
538,Rykhtychi,UA,49.3851,23.5566,69.04,47,87,7.47,overcast clouds
539,Denpasar,ID,-8.65,115.2167,80.26,88,40,5.75,scattered clouds
540,Alice Springs,AU,-23.7,133.8833,60.35,51,100,5.75,overcast clouds
541,Binzhou,CN,37.3667,118.0167,71.17,93,100,2.3,light rain
542,Vernon,CA,50.2581,-119.2691,75.29,59,100,1.99,overcast clouds
543,Le Port,RE,-20.9373,55.2919,69.8,51,49,6.11,scattered clouds
544,Tuensang,IN,26.2833,94.8333,71.19,96,8,3.22,clear sky
545,Huarmey,PE,-10.0681,-78.1522,66.88,70,54,8.93,broken clouds
546,Paita,PE,-5.0892,-81.1144,68.81,73,28,8.81,scattered clouds
547,Russell,US,32.3502,-85.1999,82.38,74,40,4.61,scattered clouds
548,Parfenyevo,RU,58.484,43.4088,61.88,73,41,6.62,scattered clouds
549,Te Anau,NZ,-45.4167,167.7167,35.92,95,93,3.87,overcast clouds
550,San Rafael,AR,-34.6177,-68.3301,56.26,32,17,16.78,few clouds
551,Yantal,RU,56.8471,105.2542,53.19,86,6,1.9,clear sky
552,Zhicheng,CN,30.2956,111.5047,84.07,64,97,3.69,overcast clouds
553,Atambua,ID,-9.1061,124.8925,70.43,85,41,4.74,scattered clouds
554,Krasnoselkup,RU,65.7,82.4667,50.47,64,22,10.2,few clouds
555,Suzun,RU,53.7841,82.3116,70.84,49,100,7.43,overcast clouds
556,Churapcha,RU,62.0025,132.4325,56.5,83,100,6.58,overcast clouds
557,Choya,RU,52.0108,86.5467,65.52,82,21,2.59,few clouds
558,Puyang,CN,29.4603,119.8861,77.68,86,100,2.98,overcast clouds
559,Westport,US,41.1415,-73.3579,83.91,64,100,5.75,overcast clouds
560,Mishan,CN,45.55,131.8833,60.55,76,49,5.88,scattered clouds
561,Lavrentiya,RU,65.5833,-171.0,45.23,75,89,6.71,overcast clouds
562,Tomatlan,MX,19.9333,-105.25,85.6,65,100,0.85,overcast clouds
563,Taltal,CL,-25.4,-70.4833,63.59,62,23,3.02,few clouds
564,Kharovsk,RU,59.9642,40.1912,61.84,66,96,4.52,overcast clouds
565,Tehachapi,US,35.1322,-118.449,79.54,36,2,3.0,clear sky
566,Biala Podlaska,PL,52.0324,23.1165,69.21,52,71,6.89,broken clouds
567,Springfield,US,37.2153,-93.2982,82.89,80,0,4.61,clear sky
568,Turhal,TR,40.3875,36.0811,82.35,49,9,10.04,clear sky
569,Merritt Island,US,28.5392,-80.672,92.08,65,75,11.5,broken clouds
570,Banda Aceh,ID,5.5577,95.3222,79.36,81,71,10.69,broken clouds
571,Bella Vista,US,36.4295,-94.2316,85.05,73,0,5.75,clear sky
572,Nabire,ID,-3.3667,135.4833,75.09,90,75,3.42,broken clouds
573,Thunder Bay,CA,48.4001,-89.3168,71.51,44,0,13.49,clear sky
574,Boende,CD,-0.2167,20.8667,88.48,44,99,1.74,overcast clouds
575,Schwerin,DE,53.6294,11.4132,80.94,46,21,4.0,few clouds
576,Romny,UA,50.751,33.4747,67.51,76,100,13.69,overcast clouds
577,Tigil,RU,57.8,158.6667,53.38,98,100,4.7,moderate rain
578,Narasannapeta,IN,18.4167,84.05,79.99,84,100,9.35,light rain
579,Zabaykalsk,RU,49.6333,117.3167,56.32,67,93,6.85,overcast clouds
580,Fenoarivo Atsinanana,MG,-17.3667,49.4167,68.14,79,32,11.25,light rain
581,Lewiston,US,44.1003,-70.2148,70.03,93,100,4.61,overcast clouds
582,Gazojak,TM,41.1875,61.4036,84.87,22,0,9.24,clear sky
583,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,80.19,60,6,6.08,clear sky
584,Tuy Hoa,VN,13.0833,109.3,78.58,83,100,5.64,heavy intensity rain
585,Urengoy,RU,65.9667,78.3667,55.35,53,39,9.22,scattered clouds
586,Lugovoy,KZ,42.9472,72.7644,76.8,37,91,1.7,overcast clouds
587,General Nakar,PH,14.7631,121.635,79.65,82,93,3.67,heavy intensity rain
588,Vestmannaeyjar,IS,63.4427,-20.2734,54.59,76,75,12.66,broken clouds
589,Warrnambool,AU,-38.3833,142.4833,49.69,82,100,19.84,overcast clouds
590,Shellbrook,CA,53.2168,-106.4011,62.65,55,99,7.23,overcast clouds
591,Sultanpur,IN,26.2667,82.0667,87.22,59,94,19.3,overcast clouds
592,Tukrah,LY,32.5341,20.5791,85.01,55,0,13.04,clear sky
593,Verkhoyansk,RU,67.5447,133.385,58.59,69,0,2.48,clear sky
594,Painesville,US,41.7245,-81.2457,77.92,69,0,3.44,clear sky
595,Kalemie,CD,-5.9475,29.1947,74.97,48,16,2.26,few clouds
596,Pareora,NZ,-44.4871,171.2132,41.18,93,95,7.18,overcast clouds
597,Kamenka,RU,51.3223,42.7678,83.77,27,83,4.56,broken clouds
598,Port Moresby,PG,-9.4431,147.1797,74.62,88,20,17.27,few clouds
599,Najran,SA,17.4924,44.1277,97.45,22,88,10.13,overcast clouds
600,Neuquen,AR,-38.9516,-68.0591,40.89,87,100,8.05,overcast clouds
601,Ilulissat,GL,69.2167,-51.1,42.82,87,75,6.91,light intensity drizzle rain
602,Grand Gaube,MU,-20.0064,57.6608,70.38,58,34,8.01,scattered clouds
603,Verkh-Usugli,RU,52.7,115.1667,55.33,76,100,4.14,overcast clouds
604,Kolokani,ML,13.5728,-8.0339,84.22,64,95,5.79,light rain
605,Meiganga,CM,6.5167,14.3,67.82,97,100,3.18,overcast clouds
606,The Valley,AI,18.217,-63.0578,89.46,66,20,12.66,few clouds
607,Juneau,US,58.3019,-134.4197,55.22,94,100,0.0,overcast clouds
608,Batagay-Alyta,RU,67.8006,130.4114,55.63,73,7,1.9,clear sky
609,Uyemskiy,RU,64.4743,40.8524,73.45,43,20,2.24,few clouds
610,Nador,MA,35.174,-2.9287,91.47,70,40,9.22,scattered clouds
611,Oistins,BB,13.0667,-59.5333,87.89,74,40,11.5,scattered clouds
612,Maldonado,UY,-34.6667,-54.9167,56.59,59,0,5.75,clear sky
613,Conceicao Da Barra,BR,-18.5933,-39.7322,84.67,45,56,13.15,broken clouds
614,Lydenburg,ZA,-25.0978,30.4597,65.39,36,0,2.68,clear sky
615,Saint-Denis,FR,48.9167,2.3333,92.98,24,0,12.66,clear sky
616,North Branch,US,45.5113,-92.9802,77.07,73,0,5.99,clear sky
617,Tatawin,TN,32.9297,10.4518,93.29,34,4,19.39,clear sky
618,Majene,ID,-3.5403,118.9707,76.68,87,99,7.38,overcast clouds
619,Santiago De Cuba,CU,20.0247,-75.8219,89.71,55,20,4.61,few clouds
620,Bentiu,SS,9.2333,29.8333,78.39,83,100,3.24,light rain
621,Cururupu,BR,-1.8283,-44.8683,88.27,53,16,7.72,few clouds
622,Pangoa,PE,-12.1167,-73.0,64.11,98,100,1.41,overcast clouds
623,Abu Dhabi,AE,24.4667,54.3667,96.91,75,45,13.33,dust
624,Longhua,CN,23.6137,114.1919,75.88,98,96,2.42,overcast clouds
625,Pangody,RU,65.85,74.4859,52.2,67,58,7.52,broken clouds
626,Muzaffarabad,PK,34.37,73.4711,79.7,83,2,3.02,clear sky
627,Pizarro,CO,4.9533,-77.366,81.41,79,83,4.52,light rain
628,Balad,IQ,34.0164,44.1453,102.42,16,0,17.63,clear sky
629,Dauphin,CA,51.1494,-100.0502,63.25,58,44,7.78,scattered clouds
630,Ugra,RU,54.7777,34.3267,67.21,59,60,7.07,broken clouds
631,Umm Kaddadah,SD,13.6017,26.6876,84.2,56,99,5.35,overcast clouds
632,Kedrovyy,RU,56.1667,91.8167,66.61,92,35,1.12,scattered clouds
633,Abengourou,CI,6.7297,-3.4964,77.43,82,90,6.46,light rain
634,Pocatello,US,42.8713,-112.4455,80.47,46,0,6.91,clear sky
635,Mastic Beach,US,40.7668,-72.8521,82.99,71,75,9.22,broken clouds
636,Linfen,CN,36.0889,111.5189,79.57,73,95,6.8,overcast clouds
637,Kipini,KE,-2.5257,40.5262,75.49,84,58,17.16,broken clouds
638,Buchanan,LR,5.8808,-10.0467,77.16,81,100,11.5,overcast clouds
639,Saryozek,KZ,44.3583,77.9753,70.3,47,28,7.74,scattered clouds
640,Tocopilla,CL,-22.092,-70.1979,66.47,59,10,2.93,clear sky
641,Kaeo,NZ,-35.1,173.7833,49.32,94,95,7.83,overcast clouds
642,Tashtagol,RU,52.7657,87.8894,58.66,90,3,1.7,clear sky
643,Solginskiy,RU,61.05,41.3428,61.48,76,11,4.25,few clouds
644,Strezhevoy,RU,60.7333,77.5889,59.95,66,7,6.82,clear sky
645,Songea,TZ,-10.6833,35.65,68.47,37,10,2.95,clear sky
646,Gighera,RO,43.85,23.8,84.04,42,64,7.9,broken clouds
647,Pacifica,US,37.6138,-122.4869,67.59,86,75,3.44,broken clouds
648,Mbala,ZM,-8.8402,31.3659,68.22,34,20,3.56,few clouds
649,Poum,NC,-20.2333,164.0167,69.67,57,0,22.37,clear sky
650,Dondo,MZ,-19.6094,34.7431,74.71,75,12,7.85,few clouds
651,Sembe,CG,1.6481,14.5806,82.09,63,91,3.0,overcast clouds
652,Tucurui,BR,-3.7661,-49.6725,95.65,32,47,4.41,scattered clouds
653,Zverinogolovskoye,RU,54.4586,64.8542,63.82,86,70,7.43,light rain
654,Margate,GB,51.3813,1.3862,80.11,67,39,7.0,scattered clouds
655,Kozhva,RU,65.1073,57.0459,58.42,55,99,5.99,overcast clouds
656,Bogatoye,RU,53.0601,51.3325,77.88,50,76,6.44,broken clouds
657,Sabaudia,IT,41.3003,13.0282,93.24,59,5,10.38,clear sky
658,Magadan,RU,59.5667,150.8,56.53,90,100,7.27,overcast clouds
659,Dunmore Town,BS,25.5,-76.65,83.21,76,1,15.17,clear sky
660,Moratuwa,LK,6.773,79.8816,80.62,86,58,2.93,broken clouds
661,Ayan,RU,56.45,138.1667,55.08,96,100,6.42,light rain
662,Darhan,MN,49.4867,105.9228,57.63,93,76,4.52,broken clouds
663,Freeport,US,40.6576,-73.5832,86.97,56,75,9.22,broken clouds
664,Luorong,CN,24.4058,109.6086,79.83,79,97,11.52,overcast clouds
665,Reitz,ZA,-27.8014,28.4273,58.1,27,0,6.29,clear sky
666,Gornopravdinsk,RU,60.05,69.9,61.88,58,45,5.41,scattered clouds
667,Yenagoa,NG,4.9247,6.2642,80.51,77,87,8.5,light rain
668,Moglingen,DE,48.8874,9.1269,87.28,27,80,1.99,broken clouds
669,Aragarcas,BR,-15.8975,-52.2508,75.85,43,0,6.91,clear sky
670,Kargasok,RU,59.0556,80.8572,63.36,94,60,7.92,broken clouds
671,Sabha,LY,27.0377,14.4283,98.13,15,1,15.21,clear sky
672,Mapiripan,CO,2.8892,-72.1256,81.05,78,76,2.73,broken clouds
673,Broken Hill,AU,-31.95,141.4333,55.35,48,100,25.34,overcast clouds
674,Vostok,RU,46.4856,135.8833,54.21,95,98,6.64,light rain
675,Kudahuvadhoo,MV,2.6708,72.8944,82.22,77,66,6.29,broken clouds
676,Awjilah,LY,29.1081,21.2869,96.37,21,0,14.05,clear sky
677,Ngorongoro,TZ,-3.2397,35.4875,57.34,51,36,4.68,scattered clouds
678,Vao,NC,-22.6667,167.4833,67.77,56,0,18.45,clear sky
679,Anloga,GH,5.7947,0.8973,77.13,78,41,15.39,scattered clouds
680,Gushikawa,JP,26.3544,127.8686,83.43,87,20,3.44,haze
681,Nuristan,AF,35.3,70.8333,54.05,75,17,2.42,few clouds
682,Hibbing,US,47.4272,-92.9377,70.57,60,0,8.05,clear sky
683,Llanes,ES,43.4198,-4.7549,78.33,72,98,8.77,overcast clouds
684,Ternate,ID,0.8,127.4,80.69,79,48,3.0,scattered clouds
685,Gataivai,WS,-13.7736,-172.388,75.02,80,11,15.46,few clouds
